Q4054946,Q83172,
Q4061617,Q83172,
Q4079811,Q83172,
Q4082923,Q83172,
Q4084115,Q83172,
Q4094322,Q83172,
Q4104702,Q83172,
Q4114278,Q83172,
Q4125281,Q83172,
Q4143171,Q83172,
Q4166843,Q83172,
Q4171622,Q83172,
Q4173502,Q83172,
Q4175422,Q83172,
Q4177001,Q83172,
Q4181785,Q83172,
Q4196325,Q83172,
Q4199539,Q83172,
Q4199550,Q83172,
Q4205653,Q83172,
Q4218102,Q83172,
Q4226696,Q83172,
Q4230979,Q83172,
Q4239170,Q83172,
Q4243244,Q83172,
Q4246098,Q83172,
Q4246269,Q83172,
Q4248286,Q83172,
Q4263554,Q83172,
Q4275346,Q83172,
Q4284972,Q83172,
Q4290849,Q83172,
Q4297229,Q83172,
Q4297870,Q83172,
Q4298549,Q83172,
Q4299718,Q83172,
Q4301582,Q83172,
Q4302987,Q83172,
Q4330848,Q83172,
Q4340519,Q83172,
Q4360637,Q83172,
Q4394099,Q83172,
Q4415778,Q83172,
Q4418823,Q83172,
Q4424724,Q83172,
Q4444951,Q83172,
Q4449881,Q83172,
Q4475074,Q83172,
Q4501446,Q83172,
Q4525950,Q83172,
Q4531891,Q83172,
Q2585814,Q337234,
Q2622956,Q337234,
Q2643985,Q337234,
Q7453591,Q83172,
Q15066595,Q83172,
Q16514946,Q83172,
Q18518712,Q83172,
Q26776859,Q83172,
Q28595284,Q83172,
Q39389496,Q83172,
Q4171622,Q337234,
Q4752219,Q337234,
Q183279,Q1338761,
Q573921,Q1338761,
Q4066092,Q1338761,
Q4148244,Q1338761,
Q4185893,Q1338761,
Q4418265,Q1338761,
Q4428488,Q1338761,
Q15063963,Q337234,
Q15455591,Q337234,
Q353451,Q1423356,
Q16351713,Q337234,
Q16407501,Q337234,
Q16636873,Q337234,
Q7604,Q123885,
Q28595284,Q337234,
Q161846,Q117467,
Q246497,Q117467,
Q457680,Q117467,
Q672122,Q1493021,
Q983367,Q1493021,
Q133267,Q123885,
Q153224,Q123885,
Q206012,Q123885,
Q157642,Q123885,
Q315414,Q123885,
Q331089,Q123885,
Q4339498,Q1534138,
Q4351772,Q1534138,
Q4445698,Q1534138,
Q4526255,Q1615464,
Q6684276,Q1534138,
Q12538065,Q1534138,
Q16351713,Q1615464,
Q30879532,Q1534138,
Q133267,Q1636237,
Q353451,Q123885,
Q451330,Q1636237,
Q451330,Q123885,
Q246497,Q465654,
Q40418,Q465654,
Q315414,Q1683229,
Q325705,Q465654,
Q333948,Q465654,
Q334054,Q465654,
Q370530,Q465654,
Q372097,Q465654,
Q381592,Q465654,
Q451652,Q465654,
Q487495,Q465654,
Q502771,Q465654,
Q925405,Q465654,
Q950897,Q465654,
Q1356831,Q465654,
Q1385427,Q465654,
Q1399503,Q465654,
Q1425084,Q465654,
Q1699677,Q465654,
Q2019237,Q465654,
Q2064571,Q465654,
Q2371787,Q465654,
Q2587230,Q465654,
Q4079012,Q465654,
Q4149226,Q465654,
Q1699677,Q1713320,
Q15995408,Q465654,
Q17386353,Q465654,
Q6849714,Q465654,
Q7453591,Q465654,
Q7453973,Q465654,
Q7926225,Q465654,
Q7940604,Q465654,
Q18786219,Q465654,
Q20670431,Q465654,
Q710920,Q123885,
Q950897,Q123885,
Q1030228,Q123885,
Q1354652,Q123885,
Q72979,Q467040,
Q2585814,Q123885,
Q16477157,Q1865003,
Q34458,Q2370801,
Q41239,Q2370801,
Q43323,Q2370801,
Q65196,Q2370801,
Q85404,Q2370801,
Q93031,Q2370801,
Q107441,Q2370801,
Q115650,Q2370801,
Q133267,Q2370801,
Q153224,Q2370801,
Q157642,Q2370801,
Q161846,Q2370801,
Q167997,Q2370801,
Q176176,Q2370801,
Q183279,Q2370801,
Q211642,Q2370801,
Q246497,Q2370801,
Q246773,Q2370801,
Q302434,Q2370801,
Q315414,Q2370801,
Q323337,Q2370801,
Q324083,Q2370801,
Q325696,Q2370801,
Q333975,Q2370801,
Q372026,Q2370801,
Q374024,Q2370801,
Q374205,Q2370801,
Q381315,Q2370801,
Q381592,Q2370801,
Q385207,Q2370801,
Q450269,Q2370801,
Q450840,Q2370801,
Q451319,Q2370801,
Q451330,Q2370801,
Q454925,Q2370801,
Q468614,Q2370801,
Q470539,Q2370801,
Q487778,Q2370801,
Q547136,Q2370801,
Q552691,Q2370801,
Q559188,Q2370801,
Q570859,Q2370801,
Q574605,Q2370801,
Q689486,Q2370801,
Q695002,Q2370801,
Q707137,Q2370801,
Q716017,Q2370801,
Q723638,Q2370801,
Q726403,Q2370801,
Q731283,Q2370801,
Q893667,Q2370801,
Q893737,Q2370801,
Q926756,Q2370801,
Q934314,Q2370801,
Q935366,Q2370801,
Q950931,Q2370801,
Q951370,Q2370801,
Q959719,Q2370801,
Q982580,Q2370801,
Q983316,Q2370801,
Q983365,Q2370801,
Q983399,Q2370801,
Q1030228,Q2370801,
Q1057289,Q2370801,
Q1232555,Q2370801,
Q1289022,Q2370801,
Q1384632,Q2370801,
Q1384966,Q2370801,
Q1385596,Q2370801,
Q1386199,Q2370801,
Q1396841,Q2370801,
Q1500300,Q2370801,
Q1930306,Q2370801,
Q1932500,Q2370801,
Q1961494,Q2370801,
Q1973460,Q2370801,
Q2008444,Q2370801,
Q2031915,Q2370801,
Q2046788,Q2370801,
Q2450566,Q2370801,
Q2471305,Q2370801,
Q2587134,Q2370801,
Q2587389,Q2370801,
Q2603369,Q2370801,
Q2624201,Q2370801,
Q2644032,Q2370801,
Q3561844,Q2370801,
Q3653092,Q2370801,
Q3710025,Q2370801,
Q3710041,Q2370801,
Q3710046,Q2370801,
Q3710055,Q2370801,
Q3710069,Q2370801,
Q4054427,Q2370801,
Q4061617,Q2370801,
Q4074141,Q2370801,
Q4079811,Q2370801,
Q4082923,Q2370801,
Q4094322,Q2370801,
Q4102104,Q2370801,
Q4125281,Q2370801,
Q4143171,Q2370801,
Q4166843,Q2370801,
Q4171622,Q2370801,
Q4175422,Q2370801,
Q4181785,Q2370801,
Q4182313,Q2370801,
Q4196152,Q2370801,
Q4199550,Q2370801,
Q4205653,Q2370801,
Q4226722,Q2370801,
Q4233460,Q2370801,
Q4233885,Q2370801,
Q4237116,Q2370801,
Q4244599,Q2370801,
Q4248286,Q2370801,
Q4252221,Q2370801,
Q4259002,Q2370801,
Q72979,Q1282089,
Q107441,Q1282089,
Q275659,Q414110,
Q15455722,Q123885,
Q4275346,Q2370801,
Q4281277,Q2370801,
Q4290849,Q2370801,
Q4297870,Q2370801,
Q4298549,Q2370801,
Q4312962,Q2370801,
Q4316559,Q2370801,
Q4330848,Q2370801,
Q4340519,Q2370801,
Q4374163,Q2370801,
Q4394099,Q2370801,
Q4444966,Q2370801,
Q4501446,Q2370801,
Q4514946,Q2370801,
Q4411949,Q2370801,
Q4418823,Q2370801,
Q4424724,Q2370801,
Q4438818,Q2370801,
Q4524490,Q2370801,
Q4525950,Q2370801,
Q4531891,Q2370801,
Q4538037,Q2370801,
Q7939149,Q2370801,
Q72979,Q1692699,
Q15067128,Q2370801,
Q943007,Q1786992,
Q4146359,Q1786992,
Q16628503,Q2370801,
Q17615512,Q2370801,
Q16398298,Q2379496,
Q18518712,Q2370801,
Q451330,Q1810244,
Q4237116,Q1810244,
Q275659,Q812155,
Q726403,Q1949336,
Q2599504,Q1949336,
Q4316594,Q1949336,
Q93593591,Q1949336,
Q943007,Q2107174,
Q206012,Q2822280,
Q7604,Q2822396,
Q3388872,Q2991053,
Q115664,Q2822396,
Q355892,Q2822396,
Q447071,Q2822396,
Q12105919,Q2991053,
Q321952,Q2629714,
Q943007,Q2629714,
Q2464214,Q2822396,
Q4500221,Q4397936,
Q21088360,Q4397936,
Q102356208,Q4397936,
Q20430,Q4397936,
Q4131508,Q129207,
Q4276398,Q129207,
Q4495052,Q129207,
Q12838321,Q129207,
Q16370842,Q129207,
Q16373008,Q129207,
Q7604,Q188771,
Q65196,Q188771,
Q153224,Q188771,
Q157642,Q188771,
Q206012,Q188771,
Q315414,Q188771,
Q323337,Q188771,
Q353451,Q188771,
Q355892,Q188771,
Q369588,Q188771,
Q447071,Q188771,
Q451330,Q188771,
Q470539,Q188771,
Q556346,Q188771,
Q574605,Q188771,
Q115664,Q3603946,
Q183279,Q3603946,
Q7604,Q463303,
Q934314,Q3603946,
Q689611,Q188771,
Q707137,Q188771,
Q40418,Q463303,
Q1030228,Q188771,
Q1354652,Q188771,
Q65196,Q463303,
Q78421,Q463303,
Q1973460,Q188771,
Q7604,Q191583,
Q58720,Q191583,
Q61224,Q191583,
Q92966,Q463303,
Q93019,Q463303,
Q78421,Q191583,
Q115664,Q191583,
Q107441,Q463303,
Q12089871,Q4059243,
Q21146572,Q4288145,
Q7604,Q4345832,
Q70818,Q4345832,
Q71855,Q4345832,
Q206012,Q191583,
Q211642,Q191583,
Q78421,Q4345832,
Q89442,Q4345832,
Q91570,Q4345832,
Q104451,Q4345832,
Q115664,Q4345832,
Q124001,Q4345832,
Q315414,Q191583,
Q333948,Q191583,
Q157642,Q463303,
Q556346,Q191583,
Q176659,Q4345832,
Q181710,Q4345832,
Q184535,Q4345832,
Q206012,Q4345832,
Q268869,Q4345832,
Q447071,Q191583,
Q552691,Q4345832,
Q556346,Q4345832,
Q559188,Q4345832,
Q689611,Q4345832,
Q310788,Q4345832,
Q355892,Q4345832,
Q370151,Q4345832,
Q380243,Q4345832,
Q391153,Q4345832,
Q447071,Q4345832,
Q1667121,Q4345832,
Q1965150,Q4345832,
Q1992801,Q4345832,
Q2464214,Q4345832,
Q2572846,Q4345832,
Q2604125,Q4345832,
Q836646,Q191583,
Q924443,Q191583,
Q3300234,Q4345832,
Q3741085,Q4345832,
Q4061706,Q4345832,
Q1030228,Q191583,
Q4111298,Q4345832,
Q4112169,Q4345832,
Q4141818,Q4345832,
Q4152538,Q4345832,
Q4176448,Q4345832,
Q4200448,Q4345832,
Q4235955,Q4345832,
Q4274799,Q4345832,
Q1384632,Q191583,
Q4350109,Q4345832,
Q4374163,Q4345832,
Q4391279,Q4345832,
Q4400039,Q4345832,
Q4428712,Q4345832,
Q4430085,Q4345832,
Q4493568,Q4345832,
Q2464214,Q191583,
Q45305,Q13028698,
Q15069149,Q4345832,
Q18516066,Q4345832,
Q17617584,Q4397941,
Q54197340,Q4397941,
Q58720,Q4345832,
Q61224,Q4345832,
Q206012,Q4671532,
Q115664,Q463303,
Q133267,Q463303,
Q153224,Q463303,
Q93593591,Q30972277,
Q93593591,Q86679517,
Q207534,Q463303,
Q246497,Q463303,
Q315414,Q463303,
Q315425,Q463303,
Q334054,Q463303,
Q353451,Q463303,
Q355892,Q463303,
Q369561,Q463303,
Q369792,Q463303,
Q372097,Q463303,
Q381357,Q463303,
Q450269,Q463303,
Q450297,Q463303,
Q450643,Q463303,
Q454925,Q463303,
Q461347,Q463303,
Q325705,Q463303,
Q487453,Q463303,
Q487495,Q463303,
Q488003,Q463303,
Q501707,Q463303,
Q275659,Q15646111,
Q65196,Q253439,
Q672122,Q463303,
Q133267,Q253439,
Q153224,Q253439,
Q710920,Q463303,
Q207534,Q253439,
Q573921,Q253439,
Q370530,Q209184,
Q718045,Q209184,
Q1174945,Q209184,
Q950211,Q463303,
Q950897,Q463303,
Q951276,Q463303,
Q1030228,Q463303,
Q1174945,Q463303,
Q1356831,Q463303,
Q1385427,Q463303,
Q107441,Q265058,
Q1657690,Q463303,
Q161846,Q265058,
Q246497,Q265058,
Q353451,Q265058,
Q372026,Q265058,
Q451330,Q265058,
Q454925,Q265058,
Q1991041,Q463303,
Q2064571,Q463303,
Q1973460,Q463303,
Q2371791,Q463303,
Q2585814,Q463303,
Q950897,Q265058,
Q4721259,Q463303,
Q15434717,Q463303,
Q92966,Q270794,
Q133267,Q270794,
Q153224,Q270794,
Q157642,Q270794,
Q183279,Q270794,
Q207534,Q270794,
Q211642,Q270794,
Q315414,Q270794,
Q315425,Q270794,
Q325696,Q270794,
Q325705,Q270794,
Q333975,Q270794,
Q334054,Q270794,
Q353451,Q270794,
Q369561,Q270794,
Q369588,Q270794,
Q369792,Q270794,
Q370530,Q270794,
Q381357,Q270794,
Q450297,Q270794,
Q454925,Q270794,
Q672122,Q270794,
Q710920,Q270794,
Q950211,Q270794,
Q950897,Q270794,
Q951276,Q270794,
Q974437,Q270794,
Q1030228,Q270794,
Q1174945,Q270794,
Q1356831,Q270794,
Q1385427,Q270794,
Q1399503,Q270794,
Q1657690,Q270794,
Q2585814,Q270794,
Q451330,Q466089,
Q65196,Q543804,
Q93031,Q543804,
Q133267,Q543804,
Q153224,Q543804,
Q246497,Q543804,
Q324680,Q543804,
Q325696,Q543804,
Q363560,Q543804,
Q85404,Q299015,
Q450269,Q543804,
Q451330,Q543804,
Q325696,Q299015,
Q1030228,Q299015,
Q707137,Q543804,
Q710920,Q543804,
Q735535,Q543804,
Q893737,Q543804,
Q1384963,Q543804,
Q1396841,Q543804,
Q7604,Q329464,
Q61224,Q329464,
Q71855,Q329464,
Q91570,Q329464,
Q1973460,Q543804,
Q104451,Q329464,
Q115664,Q329464,
Q206012,Q329464,
Q451330,Q329464,
Q689611,Q329464,
Q924443,Q329464,
Q315414,Q338432,
Q323337,Q338432,
Q324680,Q338432,
Q333975,Q338432,
Q355892,Q338432,
Q451330,Q338432,
Q457680,Q338432,
Q726827,Q338432,
Q934314,Q338432,
Q330631,Q607496,
Q536339,Q607496,
Q1721842,Q607496,
Q161846,Q651690,
Q34458,Q651690,
Q180217,Q651690,
Q183279,Q651690,
Q246497,Q651690,
Q454925,Q651690,
Q943007,Q651690,
Q65196,Q414188,
Q129199,Q414188,
Q909150,Q740370,
Q4146359,Q740370,
Q4178584,Q740370,
Q7975652,Q740370,
Q943007,Q753299,
Q183279,Q530471,
Q1030228,Q530471,
Q1396841,Q538954,
Q63226220,Q538954,
Q72979,Q1665167,
Q206012,Q2222371,
Q4495152,Q2222371,
Q115664,Q684415,
Q556346,Q684415,
Q707119,Q684415,
Q454925,Q833738,
Q13522569,Q833738,
Q153224,Q901677,
Q246497,Q901677,
Q714286,Q901677,
Q115664,Q7604,
Q133267,Q7085,
Q4235955,Q7604,
Q4400039,Q7604,
Q4430085,Q7604,
Q370151,Q8814,
Q133267,Q7085,
Q115664,Q7604,
Q447071,Q7604,
Q556346,Q7604,
Q4141818,Q7604,
Q4235955,Q7604,
Q4400039,Q7604,
Q4160939,Q34458,
Q4233302,Q34458,
Q45113,Q41585,
Q3710055,Q32399,
Q4226722,Q32399,
Q4475074,Q32399,
Q4097815,Q34458,
Q4160939,Q34458,
Q4233302,Q34458,
Q15135432,Q34458,
Q43323,Q34458,
Q470539,Q41585,
Q4137362,Q41585,
Q355892,Q44481,
Q184535,Q57103,
Q943007,Q57145,
Q1232476,Q57103,
Q2604125,Q57103,
Q12159011,Q57228,
Q184535,Q57103,
Q2604125,Q57103,
Q6097897,Q57103,
Q4100109,Q57228,
Q184535,Q60052,
Q2604125,Q57245,
Q3051298,Q61223,
Q592518,Q61758,
Q70818,Q57554,
Q380243,Q57992,
Q64975,Q58750,
Q3311473,Q58978,
Q3311473,Q61046,
Q369561,Q65196,
Q369792,Q65196,
Q726706,Q65196,
Q862198,Q65196,
Q4100109,Q61223,
Q1930229,Q65196,
Q2601950,Q65196,
Q4137485,Q65196,
Q4203866,Q65196,
Q4422281,Q65196,
Q102416625,Q65196,
Q184535,Q68531,
Q129199,Q70818,
Q4350109,Q70818,
Q70818,Q61813,
Q4197843,Q61813,
Q1232476,Q76410,
Q73461,Q76641,
Q58720,Q76510,
Q836646,Q64383,
Q68527,Q77078,
Q68527,Q78041,
Q369561,Q65196,
Q369792,Q65196,
Q726706,Q65196,
Q862198,Q65196,
Q1676013,Q65196,
Q1930229,Q65196,
Q1930300,Q65196,
Q4203866,Q65196,
Q4422281,Q65196,
Q30346362,Q65196,
Q55264828,Q65196,
Q55813744,Q65196,
Q61650424,Q65196,
Q102121797,Q65196,
Q102131645,Q65196,
Q102173938,Q65196,
Q102235498,Q65196,
Q102237158,Q65196,
Q102237159,Q65196,
Q102237160,Q65196,
Q102237166,Q65196,
Q102237167,Q65196,
Q102237170,Q65196,
Q102237168,Q65196,
Q102237169,Q65196,
Q102237174,Q65196,
Q102237175,Q65196,
Q102237172,Q65196,
Q102237173,Q65196,
Q102237177,Q65196,
Q102258355,Q65196,
Q102263096,Q65196,
Q102267202,Q65196,
Q102356618,Q65196,
Q836646,Q66332,
Q1965150,Q67131,
Q68525,Q68519,
Q1385596,Q68553,
Q129199,Q70818,
Q330511,Q70905,
Q4360273,Q89442,
Q330511,Q72104,
Q3741085,Q71296,
Q19297309,Q92998,
Q58720,Q99793,
Q71855,Q76510,
Q71855,Q111357,
Q64975,Q76641,
Q934314,Q115650,
Q4087046,Q115650,
Q4495152,Q115650,
Q24351053,Q115650,
Q974437,Q77078,
Q7035781,Q77137,
Q70818,Q77361,
Q4372361,Q129199,
Q4538090,Q129199,
Q157642,Q153224,
Q315414,Q153224,
Q958015,Q153224,
Q1356831,Q153224,
Q2450566,Q153224,
Q34458,Q153224,
Q451757,Q157642,
Q508156,Q157642,
Q205981,Q84227,
Q487453,Q84773,
Q4239782,Q85404,
Q4243244,Q85404,
Q893737,Q167958,
Q7975652,Q86374,
Q331089,Q176659,
Q451330,Q176659,
Q176659,Q206012,
Q181710,Q206012,
Q310788,Q206012,
Q619900,Q206012,
Q1500300,Q205981,
Q2604093,Q206012,
Q4222035,Q206012,
Q17615512,Q205981,
Q7604,Q227897,
Q434266,Q217771,
Q983316,Q271956,
Q1973460,Q271956,
Q4157233,Q271956,
Q4316559,Q271956,
Q7939149,Q271956,
Q470539,Q286375,
Q207534,Q313454,
Q369588,Q315414,
Q502771,Q315414,
Q718045,Q315414,
Q915301,Q315414,
Q925405,Q315414,
Q1174945,Q315414,
Q1356831,Q315414,
Q4301104,Q315414,
Q554661,Q323337,
Q16398298,Q323337,
Q1384963,Q325696,
Q2570007,Q333975,
Q18559579,Q333975,
Q11163334,Q330511,
Q370151,Q355892,
Q1048502,Q355892,
Q1667121,Q355892,
Q4157027,Q355892,
Q943007,Q358257,
Q153224,Q374024,
Q325696,Q374024,
Q707137,Q374024,
Q723638,Q374024,
Q982580,Q374024,
Q40418,Q370530,
Q983365,Q374024,
Q983399,Q374024,
Q2008444,Q374024,
Q2390389,Q374024,
Q4521057,Q374205,
Q23371742,Q381315,
Q23048268,Q381592,
Q4200050,Q92998,
Q19297309,Q92998,
Q102403297,Q93019,
Q4397179,Q385207,
Q457430,Q93031,
Q333975,Q450864,
Q376679,Q451319,
Q383045,Q451319,
Q450864,Q451319,
Q451733,Q450643,
Q472092,Q450864,
Q935280,Q451319,
Q959719,Q450840,
Q1232736,Q451319,
Q1385427,Q450643,
Q1711717,Q451319,
Q4255392,Q449538,
Q4298549,Q451319,
Q381315,Q487778,
Q1453353,Q487620,
Q102273393,Q487778,
Q4275346,Q107441,
Q19502428,Q107441,
Q19513859,Q107441,
Q102116312,Q107441,
Q102123337,Q107441,
Q102284180,Q107441,
Q102291096,Q107441,
Q102293547,Q107441,
Q102310375,Q107441,
Q102312286,Q107441,
Q102375489,Q107441,
Q102375494,Q107441,
Q102375656,Q107441,
Q275659,Q504286,
Q15077651,Q501707,
Q107441,Q115650,
Q323337,Q115650,
Q324680,Q115650,
Q2065003,Q115650,
Q4142646,Q115650,
Q4247528,Q115650,
Q4519313,Q115650,
Q4537140,Q115650,
Q15066459,Q115650,
Q19513859,Q115650,
Q28842694,Q115650,
Q21055959,Q122301,
Q934314,Q553176,
Q1799644,Q553209,
Q16432985,Q553209,
Q689611,Q122392,
Q369588,Q574620,
Q950211,Q570859,
Q1985571,Q570859,
Q2371787,Q574620,
Q4133374,Q570859,
Q1667121,Q129199,
Q4372361,Q129199,
Q180217,Q598173,
Q181710,Q619900,
Q92966,Q153224,
Q157642,Q153224,
Q315414,Q153224,
Q381357,Q153224,
Q419464,Q153224,
Q487735,Q153224,
Q487778,Q153224,
Q893804,Q153224,
Q950897,Q153224,
Q951222,Q153224,
Q951438,Q153224,
Q958015,Q153224,
Q1100660,Q153224,
Q1356831,Q153224,
Q1418239,Q153224,
Q2156320,Q153224,
Q2450566,Q153224,
Q2585814,Q153224,
Q3294206,Q153224,
Q4061637,Q153224,
Q4079811,Q153224,
Q4094322,Q153224,
Q4098929,Q153224,
Q4138947,Q153224,
Q4162758,Q153224,
Q4196998,Q153224,
Q4226696,Q153224,
Q4297870,Q153224,
Q4411949,Q153224,
Q16062135,Q153224,
Q16271833,Q153224,
Q18518712,Q153224,
Q23645153,Q153224,
Q54197340,Q153224,
Q34458,Q153224,
Q924443,Q155381,
Q3710025,Q155759,
Q5396005,Q154356,
Q451757,Q157642,
Q508156,Q157642,
Q1458824,Q157642,
Q4089273,Q157642,
Q4152755,Q157642,
Q4200050,Q157642,
Q4226696,Q157642,
Q4250272,Q157642,
Q4318207,Q157642,
Q4498609,Q157642,
Q7925942,Q157642,
Q14475936,Q157642,
Q15455484,Q157642,
Q19876444,Q157642,
Q50380534,Q157642,
Q60826728,Q157642,
Q4256809,Q162769,
Q65966713,Q158465,
Q102233742,Q158465,
Q102233741,Q158465,
Q102399478,Q158465,
Q102405913,Q158465,
Q102405998,Q158465,
Q102405996,Q158465,
Q102406002,Q158465,
Q102406003,Q158465,
Q102406007,Q158465,
Q102406011,Q158465,
Q102406008,Q158465,
Q102406009,Q158465,
Q102406015,Q158465,
Q102406012,Q158465,
Q102406013,Q158465,
Q102406018,Q158465,
Q102406019,Q158465,
Q102406016,Q158465,
Q102406017,Q158465,
Q102406022,Q158465,
Q102406026,Q158465,
Q102406027,Q158465,
Q102406024,Q158465,
Q102406028,Q158465,
Q4066092,Q167997,
Q102118832,Q167997,
Q102272734,Q167997,
Q102278319,Q167997,
Q102305787,Q167997,
Q102306669,Q167997,
Q4316420,Q176176,
Q1396841,Q695002,
Q205981,Q176659,
Q268869,Q176659,
Q331089,Q176659,
Q372097,Q176659,
Q450840,Q176659,
Q929950,Q176659,
Q2603369,Q176659,
Q4302568,Q176659,
Q246497,Q707137,
Q1973460,Q707137,
Q2623089,Q707137,
Q3653092,Q707137,
Q4123491,Q707137,
Q4244599,Q707137,
Q4445150,Q707137,
Q4455391,Q707137,
Q4519091,Q707137,
Q1554689,Q184337,
Q553209,Q710920,
Q2166348,Q710920,
Q2368424,Q710920,
Q2378087,Q710920,
Q2378112,Q710920,
Q7924430,Q710920,
Q501904,Q716017,
Q18166598,Q195922,
Q7453551,Q201513,
Q2599504,Q726403,
Q176659,Q206012,
Q181710,Q206012,
Q310788,Q206012,
Q619900,Q206012,
Q931398,Q206012,
Q2036824,Q206012,
Q2604093,Q206012,
Q4104490,Q206012,
